BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201804,19,1100,201804,19,1500,125296,751525,CALIFORNIA,6,2018,April,Strong Wind,Z,62,SAN DIEGO COUNTY DESERTS,SGX,4/19/2018 11:00,PST-8,4/19/2018 15:00,0,0,0,0,0.00K,0.00K,Mesonet,43,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought gusty onshore winds to Southern California on the 18th and 19th. The Coachella Fesitval campsite delayed opening from the 19th to the early morning hours on the 20th due to high winds and blowing sand.,"Wind gusts at Borrego Springs were greater than 40 mph from 1100 to 1500 PST, with a peak gust of 49 mph at 1330 PST. No significant impacts reported.",CSV
201804,19,1100,201804,19,1200,125296,751513,CALIFORNIA,6,2018,April,High Wind,Z,65,SAN GORGONIO PASS NEAR BANNING,SGX,4/19/2018 11:00,PST-8,4/19/2018 12:00,0,0,0,0,,,Mesonet,43,MS,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought gusty onshore winds to Southern California on the 18th and 19th. The Coachella Fesitval campsite delayed opening from the 19th to the early morning hours on the 20th due to high winds and blowing sand.,Whitewater RAWS reported a maximum sustained wind of 49 mph at 1150 PST on the 19th. The maximum gust in that time period was 63 mph. California Highway Patrol reported issues using medical aircraft to respond to an auto accident in the area.,CSV
201804,19,1800,201804,19,2300,125296,751504,CALIFORNIA,6,2018,April,Strong Wind,Z,61,COACHELLA VALLEY,SGX,4/19/2018 18:00,PST-8,4/19/2018 23:00,0,0,0,0,0.00K,0.00K,Mesonet,49,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought gusty onshore winds to Southern California on the 18th and 19th. The Coachella Fesitval campsite delayed opening from the 19th to the early morning hours on the 20th due to high winds and blowing sand.,"Wind gusts for Palm Springs Airport were over 40 mph from 1800 to 2000 PST, with a peak gust of 56 mph and a sustained wind of 39 mph at 1815 PST. Surrounding areas reported wind gusts of around 30 mph. The campsite at the Coachella Valley Festival delayed opening until the 20th at 0200 PST due to high winds and blowing sand, leaving tourists stranded until the campsite opened.",CSV
201804,15,1948,201804,16,748,123406,739939,CALIFORNIA,6,2018,April,Heavy Snow,Z,85,MODOC COUNTY,MFR,4/15/2018 19:48,PST-8,4/16/2018 7:48,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,A series of short waves training over Modoc County led to localized areas of heavy snow.,A spotter 1S Adin reported 9.0 inches of snow in 12 hours.,CSV
201804,16,1121,201804,16,1621,123533,740940,CALIFORNIA,6,2018,April,Heavy Rain,C,47,MERCED,HNX,4/16/2018 11:21,PST-8,4/16/2018 16:21,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,1,NNE,CREGAN,1,NNE,CREGAN,37.32,-120.47,37.32,-120.47,"A cold upper level trough moved through California on April 16 bringing light precipitation to Central California by early morning. A cold and very unstable airmass pushed into the area by the early afternoon hours. As a result, showers and thunderstorms developed over the San Joaquin Valley and Southern Sierra Foothills. Due to the showery nature of the precipitation, rainfall amounts varied; but generally ranged from a tenth of an inch to half an inch of rain in these areas. There were several reports of small hail and brief heavy rainfall. Higher elevations in the Southern Sierra Nevada picked up between 4 and 8 inches of new snowfall although portions of Yosemite National Park did pick up a bit more with Tuolumne Meadows measuring 14 inches of snow snowfall. Up to an inch of snow fell over the Kern County Mountains above 5000 feet while a few indicator sites measured brief wind gusts above 60 mph. The trough moved east of the area by the morning of April 17 with drier air building in behind it.",Spotter report of 0.65 inches of rainfall in a five hour period. Most of the rain was from an afternoon thunderstorm.,CSV
201804,16,1410,201804,16,1410,123533,740941,CALIFORNIA,6,2018,April,High Wind,Z,97,TULARE CTY MTNS,HNX,4/16/2018 14:10,PST-8,4/16/2018 14:10,0,0,0,0,0.00K,0.00K,RAWS,57,MG,,,,,,,,,,,,,,,,,,,,"A cold upper level trough moved through California on April 16 bringing light precipitation to Central California by early morning. A cold and very unstable airmass pushed into the area by the early afternoon hours. As a result, showers and thunderstorms developed over the San Joaquin Valley and Southern Sierra Foothills. Due to the showery nature of the precipitation, rainfall amounts varied; but generally ranged from a tenth of an inch to half an inch of rain in these areas. There were several reports of small hail and brief heavy rainfall. Higher elevations in the Southern Sierra Nevada picked up between 4 and 8 inches of new snowfall although portions of Yosemite National Park did pick up a bit more with Tuolumne Meadows measuring 14 inches of snow snowfall. Up to an inch of snow fell over the Kern County Mountains above 5000 feet while a few indicator sites measured brief wind gusts above 60 mph. The trough moved east of the area by the morning of April 17 with drier air building in behind it.",The Bear Peak RAWS reported a peak wind gust of 66 mph.,CSV
201804,16,1432,201804,16,1432,123533,740942,CALIFORNIA,6,2018,April,High Wind,Z,95,KERN CTY MTNS,HNX,4/16/2018 14:32,PST-8,4/16/2018 14:32,0,0,0,0,0.00K,0.00K,RAWS,57,MG,,,,,,,,,,,,,,,,,,,,"A cold upper level trough moved through California on April 16 bringing light precipitation to Central California by early morning. A cold and very unstable airmass pushed into the area by the early afternoon hours. As a result, showers and thunderstorms developed over the San Joaquin Valley and Southern Sierra Foothills. Due to the showery nature of the precipitation, rainfall amounts varied; but generally ranged from a tenth of an inch to half an inch of rain in these areas. There were several reports of small hail and brief heavy rainfall. Higher elevations in the Southern Sierra Nevada picked up between 4 and 8 inches of new snowfall although portions of Yosemite National Park did pick up a bit more with Tuolumne Meadows measuring 14 inches of snow snowfall. Up to an inch of snow fell over the Kern County Mountains above 5000 feet while a few indicator sites measured brief wind gusts above 60 mph. The trough moved east of the area by the morning of April 17 with drier air building in behind it.",The Blue Max RAWS reported a peak wind gust of 66 mph.,CSV
201804,16,1727,201804,16,1727,123533,740943,CALIFORNIA,6,2018,April,High Wind,Z,95,KERN CTY MTNS,HNX,4/16/2018 17:27,PST-8,4/16/2018 17:27,0,0,0,0,0.00K,0.00K,RAWS,53,MG,,,,,,,,,,,,,,,,,,,,"A cold upper level trough moved through California on April 16 bringing light precipitation to Central California by early morning. A cold and very unstable airmass pushed into the area by the early afternoon hours. As a result, showers and thunderstorms developed over the San Joaquin Valley and Southern Sierra Foothills. Due to the showery nature of the precipitation, rainfall amounts varied; but generally ranged from a tenth of an inch to half an inch of rain in these areas. There were several reports of small hail and brief heavy rainfall. Higher elevations in the Southern Sierra Nevada picked up between 4 and 8 inches of new snowfall although portions of Yosemite National Park did pick up a bit more with Tuolumne Meadows measuring 14 inches of snow snowfall. Up to an inch of snow fell over the Kern County Mountains above 5000 feet while a few indicator sites measured brief wind gusts above 60 mph. The trough moved east of the area by the morning of April 17 with drier air building in behind it.",The Bird Springs Pass RAWS reported a peak wind gust of 61 mph.,CSV
201804,19,727,201804,19,727,123536,740948,CALIFORNIA,6,2018,April,High Wind,Z,95,KERN CTY MTNS,HNX,4/19/2018 7:27,PST-8,4/19/2018 7:27,0,0,0,0,0.00K,0.00K,RAWS,65,MG,,,,,,,,,,,,,,,,,,,,"An upper low pressure system crossed Northern California on April 19. This system was moisture deficient and produced only scattered light showers. However, it did produce strong winds in the Kern County Mountains and Deserts. Several locations measured wind gusts above 45 mph while gusts above 60 mph were reported in the Mojave area. A tractor trailer was blown over at the intersection of SR 58 and SR 14 north of Mojave which was closed for a few hours during the afternoon.",The Bird Springs Pass RAWS reported a peak wind gust of 75 mph.,CSV
201806,4,1245,201806,13,930,133033,795862,CALIFORNIA,6,2018,June,Wildfire,Z,54,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,LOX,6/4/2018 12:45,PST-8,6/13/2018 9:30,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,,,,,,,,,,,"The Stone wildfire ignited in the mountains of Los Angeles county. The fire burned 1,352 acres.","The Stone Fire burned 1,352 acres in the mountains of Los Angeles county.",CSV
201810,15,556,201810,15,1200,133024,795834,CALIFORNIA,6,2018,October,High Wind,Z,46,SANTA MONICA MOUNTAINS RECREATION AREA,LOX,10/15/2018 5:56,PST-8,10/15/2018 12:00,0,0,0,0,0.00K,0.00K,RAWS,57,MG,,,,,,,,,,,,,,,,,,,,"In mid-October, strong and gusty Santa Ana winds developed across Southern California. In the mountains of Ventura and Los Angeles counties, north to northeast wind gusts up to 66 MPH were reported.",Strong north to northeast winds developed across the Santa Monica mountains. Some measured wind gusts from local RAWS stations included 66 MPH at Boney Mountain and 62 MPH at South Mountain.,CSV
201810,15,755,201810,15,1200,133024,795836,CALIFORNIA,6,2018,October,High Wind,Z,53,VENTURA COUNTY MOUNTAINS,LOX,10/15/2018 7:55,PST-8,10/15/2018 12:00,0,0,0,0,0.00K,0.00K,Mesonet,57,MG,,,,,,,,,,,,,,,,,,,,"In mid-October, strong and gusty Santa Ana winds developed across Southern California. In the mountains of Ventura and Los Angeles counties, north to northeast wind gusts up to 66 MPH were reported.",Strong north to northeast winds developed across the Ventura county mountains. Automated sensors in the area reported wind gusts in excess of 60 MPH.,CSV
201806,12,1000,201806,13,2000,128016,767817,CALIFORNIA,6,2018,June,Heat,Z,62,SAN DIEGO COUNTY DESERTS,SGX,6/12/2018 10:00,PST-8,6/13/2018 20:00,0,0,0,0,,,Mesonet,,,,,,,,,,,,,,,,,,,,,,High pressure aloft brought dry conditions and extreme temperatures to the Coachella Valley and San Diego County Deserts. Temperatures reached 112 in Palm Springs and 113 in Ocotillo Wells on June 13.,The San Diego County Deserts experienced extreme high temperatures on June 12 and 13 as high pressure aloft brought dry and hot temperatures to the region. Ocotillo Wells recorded a temperature of 109 on the 12th and 113 on the 13th.,CSV
201806,11,1000,201806,12,2000,128016,767813,CALIFORNIA,6,2018,June,Heat,Z,61,COACHELLA VALLEY,SGX,6/11/2018 10:00,PST-8,6/12/2018 20:00,0,0,0,0,,,Mesonet,,,,,,,,,,,,,,,,,,,,,,High pressure aloft brought dry conditions and extreme temperatures to the Coachella Valley and San Diego County Deserts. Temperatures reached 112 in Palm Springs and 113 in Ocotillo Wells on June 13.,The Coachella Valley experienced extreme high temperatures due to a high pressure aloft bringing dry and warm conditions to the region. Palm Springs recorded a temperature of 112 on June 13 and 14. Overnight lows were in the mid-80s in the Coachella Valley.,CSV
201806,21,1000,201806,22,2000,128018,767820,CALIFORNIA,6,2018,June,Heat,Z,61,COACHELLA VALLEY,SGX,6/21/2018 10:00,PST-8,6/22/2018 20:00,0,0,0,0,,,Mesonet,,,,,,,,,,,,,,,,,,,,,,A heatwave impacted the Coachella Valley and San Diego County deserts on June 21-22 due to high pressure aloft bringing in dry and hot conditions to those areas. Temperatures in the Coachella Valley reached between 114 and 116 and temperatures in the San Diego County Deserts reached 114-115 on June 22. One person died in Ocotillo Wells Recreational State Park due to heat.,"Extreme temperatures were recorded in the Coachella Valley on June 21 and 22 as high pressure aloft brought dry and hot temperatures into the region. On June 22, Palm Springs recorded a high temperature of 116 and Thermal recorded a high temperature of 114.",CSV
201806,21,1000,201806,22,2000,128018,767822,CALIFORNIA,6,2018,June,Heat,Z,62,SAN DIEGO COUNTY DESERTS,SGX,6/21/2018 10:00,PST-8,6/22/2018 20:00,0,0,1,0,,,Mesonet,,,,,,,,,,,,,,,,,,,,,,A heatwave impacted the Coachella Valley and San Diego County deserts on June 21-22 due to high pressure aloft bringing in dry and hot conditions to those areas. Temperatures in the Coachella Valley reached between 114 and 116 and temperatures in the San Diego County Deserts reached 114-115 on June 22. One person died in Ocotillo Wells Recreational State Park due to heat.,Extreme temperatures were observed in the San Diego County deserts as high pressure aloft brought hot and dry conditions to the area. Borrego Springs recorded a high temperature of 114 and Ocotillo Wells reported a high temperature of 115 on June 22. An emergency official reported that one person died in Ocotillo Wells Recreational State Park due to a heat-related illness.,CSV
201811,8,1403,201811,15,1800,133031,795851,CALIFORNIA,6,2018,November,Wildfire,Z,45,VENTURA COUNTY COASTAL VALLEYS,LOX,11/8/2018 14:03,PST-8,11/15/2018 18:00,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,,,,,,,,,,,"The Hill Fire started in early November during a strong Santa Ana wind event. The combination of gusty winds and very dry conditions allowed the fire to grow quickly, eventually charring 4,531 acres.","The Hill Fire burned 4,531 acres in Ventura county, near the community of Camarillo. The fire started during a strong Santa Ana wind event. Northeast winds gusting in excess of 60 MPH along with very dry conditions allowed the fire to spread very quickly. During the fire, four structures were destroyed.",CSV
201811,8,1403,201811,15,1800,133031,795852,CALIFORNIA,6,2018,November,Wildfire,Z,40,VENTURA COUNTY COAST,LOX,11/8/2018 14:03,PST-8,11/15/2018 18:00,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,,,,,,,,,,,"The Hill Fire started in early November during a strong Santa Ana wind event. The combination of gusty winds and very dry conditions allowed the fire to grow quickly, eventually charring 4,531 acres.","The Hill Fire burned 4,531 acres in Ventura county, near the community of Camarillo. The fire started during a strong Santa Ana wind event. Northeast winds gusting in excess of 60 MPH along with very dry conditions allowed the fire to spread very quickly. During the fire, four structures were destroyed.",CSV
201804,6,900,201804,7,900,125394,753938,CALIFORNIA,6,2018,April,Heavy Rain,C,17,EL DORADO,REV,4/6/2018 9:00,PST-8,4/7/2018 9:00,0,0,0,0,,,Mesonet,,,,,,,,,,,,1,N,VADE,1,N,VADE,38.849,-120.0795,38.849,-120.0795,"A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.","Mesonet station ECOC1, Echo Peak (elevation 7652 feet) reported 4.40 inches of rainfall in a 24 hour period from 6 April 0900PST to 7 April 0900PST.",CSV
201804,6,800,201804,7,800,125394,753952,CALIFORNIA,6,2018,April,Heavy Rain,C,61,PLACER,REV,4/6/2018 8:00,PST-8,4/7/2018 8:00,0,0,0,0,,,Mesonet,,,,,,,,,,,,4,NW,TAHOE PINES,4,NW,TAHOE PINES,39.1355,-120.2187,39.1355,-120.2187,"A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.","Mesonet station WRDC1, 2 miles south of Alpine Meadows (elevation 6764 feet) reported 3.40 inches of rainfall in a 24 hour period from 6 April 0800PST to 7 April 0800PST.",CSV
201804,6,1046,201804,7,1046,125394,753954,CALIFORNIA,6,2018,April,Heavy Rain,C,61,PLACER,REV,4/6/2018 10:46,PST-8,4/7/2018 10:46,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,1,SE,TAHOE PINES,1,SE,TAHOE PINES,39.09,-120.16,39.09,-120.16,"A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",Trained weather spotter 1 mile north-northwest of Homewood measured 2.93 inches of rainfall in a 24 hour period from 6 April 1046PST to 7 April 1046PST.,CSV
